-1.041096e-03,-1.535143e-04,-1.847065e-04,-3.959467e-03,3.767940e-03,9.836184e-05,5.669415e-03,1.678786e-03,-1.218863e-03,1.605077e-03,-8.361420e-04,-5.652893e-03,1.064497e-03,-5.727559e-03,-5.843576e-04,4.903757e-03,-2.246561e-03,-4.942137e-03,-2.690910e-03,3.597462e-03,-5.422658e-04,7.689313e-03,-4.085756e-03,-1.633825e-03,-2.032175e-03,4.157462e-03,-2.404931e-04,5.082671e-03,-4.487906e-03,-4.946170e-03,4.884857e-03,4.999801e-03,8.765172e-04,1.820001e-03,-7.983571e-04,-2.564176e-03,-1.331882e-02,-3.555560e-03,-6.549018e-03,5.661155e-03,2.250739e-03,-1.028053e-02,-4.230938e-03,1.055830e-03,-4.318176e-03,-6.947269e-03,5.022596e-03,-2.898529e-02,-3.259757e-02,-1.434186e-03,-1.053617e-02,-1.956922e-03,-2.571195e-04,-9.772102e-04,-3.442587e-03,1.095713e-03,-1.566839e-05,3.963101e-04,-2.907747e-05,-2.732920e-05
1.399982e-03,1.218836e-03,1.102315e-03,8.731986e-04,1.856093e-04,-4.744287e-03,-2.544658e-03,-2.248090e-03,3.377834e-03,-7.094987e-04,3.494761e-03,4.763714e-03,-3.355798e-03,-2.681944e-03,3.690633e-03,-5.870527e-04,5.523314e-04,6.542887e-03,-3.106208e-03,-1.082562e-03,-3.059778e-04,-4.043962e-03,-2.563633e-03,2.443731e-03,-1.996199e-03,-5.559172e-03,-5.847109e-04,-7.241799e-03,-5.088524e-04,-1.788105e-03,2.009306e-03,6.383905e-04,-6.734471e-03,-4.636553e-03,-1.907712e-03,-2.882333e-03,-1.655703e-03,9.611986e-03,-5.311611e-03,9.579629e-03,1.072989e-03,1.973341e-03,-2.603737e-03,-4.657634e-03,5.619625e-04,-3.503658e-03,-8.179527e-03,2.834992e-02,4.289784e-02,2.238609e-02,7.832830e-04,4.130452e-03,-3.536258e-04,-1.713759e-03,-2.841110e-03,1.159316e-03,-1.311294e-03,1.452865e-04,1.734569e-04,3.102729e-04
6.104499e-06,3.367937e-04,6.557563e-04,-4.802609e-03,-1.736638e-03,-3.627741e-04,3.409348e-04,9.328364e-04,1.479144e-03,5.499053e-03,-2.718072e-03,-1.516100e-03,5.556041e-03,-2.360644e-03,-3.432188e-03,6.431966e-04,-5.542608e-03,-1.552260e-03,3.253710e-03,8.834498e-04,3.224153e-03,-7.209663e-03,-2.166848e-03,1.341020e-03,1.484813e-03,5.915294e-03,-9.651412e-04,1.024109e-02,-2.112781e-03,-9.243329e-03,-4.881901e-03,4.601023e-03,8.023292e-03,1.315810e-03,-8.935360e-04,3.908283e-03,-6.879617e-03,-1.150102e-02,5.310665e-03,-1.534346e-02,-1.725900e-03,7.615457e-03,-8.078818e-03,2.639077e-03,2.457298e-04,-1.160977e-03,-1.187519e-03,-2.205306e-02,-5.145279e-02,-2.980544e-02,5.437437e-03,-7.520772e-03,-5.346379e-03,-4.969902e-03,-6.844669e-03,-3.225423e-03,-3.047661e-04,-1.515726e-04,-3.354173e-04,1.272582e-04
1.214603e-03,-4.745082e-03,7.693344e-04,-2.157208e-03,3.199982e-03,2.497876e-03,-2.638921e-03,-3.259330e-03,1.908664e-03,5.518283e-03,6.591576e-03,3.222580e-03,5.680511e-03,5.503870e-03,3.932919e-03,7.623917e-04,1.833004e-03,3.911310e-03,5.870802e-03,5.260335e-03,-1.205772e-02,-5.669492e-03,1.675564e-03,-4.052063e-03,-6.398929e-03,-7.337129e-03,4.122032e-03,-8.328520e-03,-1.864155e-03,-1.472205e-02,-1.267478e-03,4.870492e-03,-4.109989e-03,3.393191e-03,4.166537e-03,-2.176209e-03,-8.765980e-03,-1.277657e-02,-2.242500e-02,3.422905e-03,3.862490e-02,1.365207e-02,2.806557e-04,-2.953495e-03,-3.601486e-03,7.958608e-03,-1.677236e-03,3.325340e-02,2.073532e-02,3.798114e-02,3.140774e-02,-2.431103e-02,-3.036779e-03,-3.554291e-03,-8.879736e-05,-3.583056e-03,-3.209831e-03,-2.264386e-04,-1.537693e-04,-1.656900e-04
2.299471e-03,-1.586904e-03,-1.796113e-04,-3.851036e-03,-2.403315e-03,-1.257085e-03,2.538267e-03,-8.028788e-03,-1.699965e-03,9.935270e-01,4.098188e-03,-3.497167e-03,6.943691e-03,2.847805e-03,3.661275e-04,1.209077e-02,-5.327731e-03,-6.856185e-03,-5.712098e-03,1.007680e+00,1.887816e-03,-9.472921e-03,6.753628e-03,-5.472046e-03,-1.435158e-03,-9.301376e-03,-1.116152e-02,4.869123e-03,2.724357e-03,1.007535e+00,-5.480826e-04,7.467083e-03,-1.435340e-02,-1.957098e-03,-1.873171e-03,7.952383e-03,1.489165e-03,-1.405642e-02,1.277185e-02,1.006545e+00,1.767031e-02,-1.154877e-02,1.445877e-02,1.032103e-02,4.108964e-03,5.809304e-03,1.870497e-02,3.115006e-03,-1.276374e-02,1.006280e+00,-1.514817e-02,8.407626e-03,9.966882e-03,5.905649e-03,1.841242e-03,1.387215e-03,-1.394550e-03,-7.022007e-04,-2.286079e-04,9.826517e-05
4.024874e-03,-1.514034e-03,1.385635e-03,-1.929284e-03,1.818191e-03,3.525458e-03,-3.300839e-04,-1.068014e-03,1.885363e-03,-3.902914e-03,1.259646e-03,-8.623478e-03,-4.783621e-03,6.247613e-03,6.138675e-03,5.169871e-03,7.551217e-04,-9.377273e-04,-1.011995e-02,-6.558575e-03,6.071207e-03,2.062519e-03,5.640971e-03,-2.349980e-03,3.312517e-03,-5.633852e-03,4.087985e-03,-9.584193e-03,2.734379e-03,-1.068773e-02,-5.566271e-03,3.006381e-03,2.679450e-04,2.456814e-03,4.214125e-03,2.020398e-03,-2.329184e-04,2.876979e-02,-1.246302e-02,1.517356e-03,-1.988630e-02,-1.126629e-02,-4.154650e-03,1.832347e-03,-3.204553e-03,-3.325071e-04,-3.721648e-03,-3.765899e-03,5.601647e-02,2.310948e-02,3.474270e-03,1.709738e-02,8.865197e-03,3.263339e-03,2.399166e-03,7.922456e-04,8.089741e-04,-1.221816e-03,-2.531332e-04,-9.618387e-05
-9.156780e-04,-5.481992e-04,-2.448000e-03,-2.345952e-03,2.639974e-05,-1.915039e-03,6.998281e-03,-2.628003e-03,-5.108856e-04,4.004734e-03,-4.764843e-04,7.041393e-03,-1.448471e-03,7.025425e-04,-4.637187e-04,-5.188695e-03,4.062395e-03,7.411570e-04,1.830836e-03,2.239943e-04,-6.059760e-03,-2.559667e-03,3.925546e-03,-8.579135e-04,-2.879799e-03,4.750639e-03,-1.083064e-02,-1.475323e-03,2.182215e-03,6.891175e-03,8.670916e-03,8.854105e-04,-3.994509e-03,2.641432e-03,4.312714e-03,-3.661103e-03,9.873670e-03,-4.770940e-03,-3.258053e-03,-8.488697e-03,-3.114209e-03,-1.924063e-03,-4.574620e-04,-1.229768e-03,-7.178745e-03,-2.907604e-03,2.549996e-03,8.444314e-03,-2.820452e-02,-2.306023e-02,-8.306333e-03,-2.624552e-02,-2.650226e-03,-3.548789e-03,-3.698308e-04,6.096808e-04,2.300773e-04,-5.121049e-04,-3.614957e-05,2.609428e-05
-9.400668e-04,2.876459e-03,1.141889e-03,2.333220e-03,-6.942665e-04,-5.501686e-04,3.056529e-03,-9.665334e-03,3.352794e-03,-9.861481e-04,2.536228e-03,-5.303521e-03,3.852306e-04,3.201942e-03,-4.591402e-03,2.629161e-04,-3.019863e-03,-3.737361e-03,-2.614291e-03,-6.757854e-03,6.483661e-03,-1.430932e-03,1.536312e-03,3.933660e-03,4.427752e-03,-2.876669e-03,-1.884445e-03,8.863431e-03,4.820780e-03,-2.688228e-03,-2.493359e-03,1.286934e-03,-5.300694e-03,5.992383e-04,3.630914e-03,8.587264e-04,-4.881801e-04,-7.389124e-03,-8.283594e-04,8.951583e-03,-9.791019e-04,-3.512520e-04,6.526854e-03,2.985722e-03,2.337709e-03,4.279475e-04,2.601906e-04,9.206602e-03,6.978146e-03,-1.825736e-02,-2.264119e-02,1.190361e-02,-3.657209e-03,-3.733200e-04,5.690531e-04,-2.360588e-03,3.705311e-04,-2.727201e-04,-2.270097e-04,7.168450e-05
6.663892e-04,-1.005662e-03,-4.650624e-04,1.733285e-03,1.844564e-03,-4.055320e-03,6.365924e-03,-8.820647e-03,6.695095e-03,2.623270e-03,1.345696e-03,-2.317681e-03,-1.914205e-03,-1.642893e-03,2.767457e-03,2.023320e-03,1.161937e-03,-9.416298e-04,-2.454855e-04,-3.103726e-05,-4.500348e-03,-1.990217e-03,-2.796693e-03,-2.668174e-04,-1.013586e-03,-3.277960e-03,6.207021e-03,-4.781174e-03,-1.506527e-03,1.902778e-03,4.494680e-03,2.669723e-04,7.839571e-04,-3.818203e-03,-4.678056e-03,-1.471020e-03,-1.423145e-04,-2.546381e-03,4.572825e-03,-1.073147e-02,-7.776407e-03,-3.774679e-04,-2.300690e-03,-1.163582e-03,-3.278852e-03,-5.058181e-03,1.094123e-03,-1.295057e-02,-9.525975e-03,8.990444e-03,3.430559e-02,2.014259e-02,-9.784695e-03,2.011370e-04,2.858528e-03,7.396500e-04,-2.117108e-04,2.921713e-04,-2.797481e-04,-5.707108e-05
1.611202e-03,-1.158609e-03,-6.933357e-04,2.451050e-04,2.977066e-05,7.157786e-04,4.987425e-03,-7.834111e-03,-2.035712e-03,2.554579e-03,-2.848740e-03,3.924957e-03,-7.045650e-04,-3.205536e-03,-1.966578e-03,-2.616421e-03,-1.196811e-03,2.123088e-03,1.396780e-03,6.575643e-04,-2.154960e-03,5.231852e-03,-1.055995e-04,3.246674e-03,-3.077894e-04,3.719896e-03,-4.038557e-03,3.013514e-03,-1.952063e-04,2.694653e-04,-3.805927e-03,-6.329492e-04,-1.972571e-03,-2.793507e-03,-3.539314e-04,-3.678179e-04,-4.619054e-03,-3.651708e-03,1.558920e-03,1.162256e-02,1.049164e-02,7.066764e-03,6.179164e-03,2.531445e-03,2.132542e-05,-7.678850e-03,-1.877268e-02,-1.457371e-02,-9.625441e-03,9.747968e-01,-1.165345e-02,-2.875421e-02,-1.291627e-02,-8.429815e-04,1.979456e-03,1.967572e-03,1.223773e-03,-1.233012e-04,2.777589e-05,4.501228e-05
